M,gamma,Q,theta_index,xi,theta_deg,root_index,t,beta_deg,u,u_cj,R,D,D_minus_R2,cubic_rel_residual,geometry_ok,cj_ok,high_compression_ok,accepted
5.0,1.2,5.0,3,0.15000000000000002,14.758960412711373,1,0.5727682926321034,29.802713411970007,6.175599149329959,5.4843289534311435,2.035426983952484,4.142963007001814,-9.14823772291129e-14,7.046029192457809e-16,True,True,True,True
5.0,1.2,5.0,3,0.15000000000000002,14.758960412711373,2,19.0706780433768,86.99835776308372,24.93144877065405,5.4843289534311435,21.93852611511025,481.2989281033744,0.0,6.087298242443646e-17,True,True,True,True
5.0,1.2,5.0,4,0.2,16.509836198827813,0,-0.07700423958819602,-4.403328249881156,0.1473674848279863,5.4843289534311435,-0.4320124553291722,0.18663476155927095,-2.690625500179067e-13,5.1315934678286357e-14,False,False,False,False
5.0,1.2,5.0,4,0.2,16.509836198827813,1,0.5994897353087536,30.942254624081496,6.609370501257069,5.4843289534311435,2.688992174730836,7.230678915763729,5.861977570020827e-14,3.5000632226185873e-16,True,True,True,True
5.0,1.2,5.0,4,0.2,16.509836198827813,2,16.86564524856449,86.60678392332025,24.91241898438807,5.4843289534311435,21.919357778202205,480.45824540883336,-1.1368683772161603e-13,8.844299995121501e-20,True,True,True,True
5.0,1.2,5.0,5,0.25,18.260711984944255,0,-0.07362947778789408,-4.211059489608194,0.13480169952938298,5.4843289534311435,-0.5042769089132844,0.2542952008628397,-2.972067036921544e-13,5.3247041850251244e-14,False,False,False,False
5.0,1.2,5.0,5,0.25,18.260711984944255,1,0.6306148004776375,32.23613762125563,7.113152539365983,5.4843289534311435,3.3599218232791106,11.289074658548166,9.43245481721533e-13,4.669354294738401e-15,True,True,True,True
5.0,1.2,5.0,5,0.25,18.260711984944255,2,15.062725431930094,86.20176145929761,24.890295879552365,5.4843289534311435,21.897073297304626,479.48181898753137,5.684341886080802e-14,4.988564414468793e-17,True,True,True,True
5.0,1.2,5.0,6,0.30000000000000004,20.0115877710607,0,-0.07020724121029343,-4.015988917532602,0.12262200713094049,5.4843289534311435,-0.565842837035357,0.32017811622415765,-6.389333506717776e-14,1.0821799673704033e-14,False,False,False,False
5.0,1.2,5.0,6,0.30000000000000004,20.0115877710607,1,0.6657920762018108,33.65536174545224,7.678332835858857,5.4843289534311435,4.055396700902985,16.446242401694793,-2.4868995751603507e-14,2.1554521437484476e-16,True,True,True,True
5.0,1.2,5.0,6,0.30000000000000004,20.0115877710607,2,13.55558547713908,85.78091393003733,24.86468485741863,5.4843289534311435,21.871275047423225,478.3526722000378,0.0,6.351073579787332e-17,True,True,True,True
5.0,1.2,5.0,7,0.35000000000000003,21.762463557177142,0,-0.06682227470928925,-3.8229509767177534,0.11113417180683806,5.4843289534311435,-0.6185390021961379,0.3825904972377762,-1.765254609153999e-14,2.850564093284806e-15,False,False,False,False
5.0,1.2,5.0,7,0.35000000000000003,21.762463557177142,1,0.7049193423381102,35.18074948565866,8.298943399423866,5.4843289534311435,4.779656432921997,22.845115616772382,-2.4513724383723456e-13,7.893781409748296e-16,True,True,True,True
5.0,1.2,5.0,7,0.35000000000000003,21.762463557177142,2,12.27196010335782,85.34145596587724,24.83509344125692,5.4843289534311435,21.84146675635224,477.04967006883993,-1.1368683772161603e-13,1.2795468300615183e-16,True,True,True,True
5.0,1.2,5.0,8,0.4,23.513339343293588,0,-0.06352552327455863,-3.6348601424857,0.1004818091349702,5.4843289534311435,-0.6638521488521298,0.44069967553553885,-5.1514348342607263e-14,7.97410432883591e-15,False,False,False,False
5.0,1.2,5.0,8,0.4,23.513339343293588,1,0.7480847691056045,36.79960288423895,8.9705655652128,5.4843289534311435,5.535146040552315,30.63784169024244,4.654054919228656e-13,1.2402893104845886e-15,True,True,True,True
5.0,1.2,5.0,8,0.4,23.513339343293588,2,11.160932988139486,84.8800702134162,24.80090219207084,5.4843289534311435,21.80702418455109,475.54630378559614,5.684341886080802e-14,1.2320666209607444e-16,True,True,True,True
5.0,1.2,5.0,9,0.45,25.264215129410026,0,-0.060346103557685105,-3.453389093050061,0.09071096756893592,5.4843289534311435,-0.7029933594375619,0.49419966341332233,1.3211653993039363e-14,2.1760594173944226e-15,False,False,False,False
5.0,1.2,5.0,9,0.45,25.264215129410026,1,0.7955461162077269,38.50386694359771,9.689755874073901,5.4843289534311435,6.323191621277806,39.98275227939757,-2.7000623958883807e-13,7.572794047893916e-16,True,True,True,True
